Symbol,Company Name,Industry,Market Cap
SSTK,Shutterstock,Internet & Direct Marketing Retail,2212775968
SSU,SIGNA Sports United,Specialty Retail,2019803902
SSY,SunLink Health Systems,Health Care Providers & Services,7858188
SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1305512659
ST,Sensata Technologies Holding,Electrical Equipment,7032915600
STAA,STAAR Surgical Company,Health Care Equipment & Supplies,4186835453
STAB,Statera Biopharma,Biotechnology,12255047
STAF,Staffing 360 Solutions,Professional Services,9969118
STAG,Stag Industrial,Equity Real Estate Investment Trusts ...,6046400081
STAR,iStar,Equity Real Estate Investment Trusts ...,1465924807
STBA,S&T Bancorp,Banks,1188090174
STC,Stewart Information Services,Insurance,1432743672
STCN,Steel Connect,IT Services,81900767
STE,Steris,Health Care Equipment & Supplies,21238977387
STEM,"Stem, Inc.",Electrical Equipment,2348121315
STEP,StepStone Group,Asset Management,3087940461
STER,Sterling Check,Software-Infrastructure,1905001330
STET,ST Energy Transition I,Blank Check / SPAC,300365625
STG,Sunlands Technology Group,Diversified Consumer Services,72856052
STGW,Stagwell,Advertising Agencies,2932167985
STIM,Neuronetics,Health Care Equipment & Supplies,114846904
STIX,Semantix,Shell Companies,163050416
STKH,Steakholder Foods,Packaged Foods,43526320
STKL,SunOpta,Food Products,965439495
STKS,The ONE Group Hospitality,"Hotels, Restaurants & Leisure",260868713
STLA,Stellantis,Automobiles,47394290148
STLD,Steel Dynamics,Metals & Mining,14397052580
STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,35047613551
STN,Stantec,Professional Services,5372243095
STNE,StoneCo,IT Services,3630318131
STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",2342697699
STOK,Stoke Therapeutics,Biotechnology,767922132
STON,StoneMor,Diversified Consumer Services,404078173
STOR,STORE Capital,Equity Real Estate Investment Trusts ...,7923772221
STR,Sitio Royalties,Oil & Gas E&P,2291368900
STRA,Strategic Education,Diversified Consumer Services,1720176285
STRC,Sarcos Technology & Robotics,Computer Hardware,506143519
STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,346374878
STRL,Sterling Construction Company,Construction & Engineering,776296171
STRM,Streamline Health Solutions,Health Care Technology,82996040
STRN,Stran & Company,Advertising Agencies,37507620
STRO,Sutro Biopharma,Biotechnology,286767332
STRR,Star Equity Holdings,Diagnostics & Research,16183200
STRS,Stratus Properties,Real Estate Management & Development,257381429
STRT,STRATTEC Security,Auto Components,115664120
STRY,Starry Group Holdings,Telecom Services,168197934
STSA,Satsuma Pharmaceuticals,Pharmaceuticals,185109580
STSS,Sharps Technology,Medical Instruments & Supplies,10765086
STT,State Street,Capital Markets,25917139570
STTK,Shattuck Labs,Biotechnology,168256543
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,4769893837
STWD,Starwood Property Trust,Mortgage Real Estate Investment Trust...,7638957557
STX,Seagate Technology Holdings,"Technology Hardware, Storage & Periph...",17016300000
STXS,Stereotaxis,Health Care Equipment & Supplies,192626928
STZ,Constellation Brands,Beverages,46450170361
SU,Suncor Energy,"Oil, Gas & Consumable Fuels",42176470317
SUAC,ShoulderUp Technology Acquisition,Blank Check / SPAC,417163960
SUI,Sun Communities,Equity Real Estate Investment Trusts ...,20564596288
SUM,Summit Materials,Construction Materials,3647780469
SUMO,Sumo Logic,Software,947266460
SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3303624433
SUNL,Sunlight Financial Holdings,Credit Services,567918827
SUNW,Sunworks,Electrical Equipment,89402232
SUP,Superior Industries International,Auto Components,135755897
SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1660404064
SUPV,Grupo Supervielle,Banks,166246993
SURF,Surface Oncology,Biotechnology,102720176
SURG,SurgePays,Wireless Telecommunication Services,78377593
SUZ,Suzano,Paper & Forest Products,12647546952
SVC,Service Properties Trust,Equity Real Estate Investment Trusts ...,1248443363
SVFA,SVF Investment,Blank Check / SPAC,639894808
SVFB,SVF Investment 2,Blank Check / SPAC,290673500
SVFD,Save Foods,Agricultural Inputs,15232104
SVM,Silvercorp Metals,Metals & Mining,489942761
SVNA,7 Acquisition,Blank Check / SPAC,250250000
SVRA,Savara,Biotechnology,197861135
SVRE,SaverOne 2014,Scientific & Technical Instruments,11483313
SVT,Servotronics,Electrical Equipment,27535674
SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,11476944
SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,288804274
SWAV,ShockWave Medical,Health Care Equipment & Supplies,7898198573
SWBI,Smith & Wesson Brands,Leisure Products,652814886
SWCH,Switch,IT Services,8204735796
SWET,Athlon Acquisition,Blank Check / SPAC,340687480
SWI,SolarWinds,Software,1577340262
SWIM,Latham Group,Building Products & Equipment,784405459
SWIR,Sierra Wireless,Communications Equipment,1177025654
SWK,Stanley Black & Decker,Machinery,14375105902
SWKH,SWK Holdings,Diversified Financial Services,234056774
SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,17920718357
SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",7282015876
SWSS,Springwater Special Situations,Blank Check / SPAC,223244283
SWTX,Springworks Therapeutics,Biotechnology,1880305804
SWVL,Swvl Holdings,Software-Application,205073175
SWX,Southwest Gas Holdings,Gas Utilities,5149943897
SXC,SunCoke Energy,Metals & Mining,564976064
SXI,Standex International,Machinery,1149759526
SXT,Sensient Technologies,Chemicals,3586673542
SXTC,China SXT Pharmaceuticals,Personal Products,4433960
SY,So-Young International,Interactive Media & Services,97072885
SYBT,Stock Yards Bancorp,Banks,1990278443
SYBX,Synlogic,Biotechnology,70243679
SYF,Synchrony Financial,Consumer Finance,16741125667
SYK,Stryker,Health Care Equipment & Supplies,81543304460
SYM,Symbotic,Shell Companies,8534209935
SYN,Synthetic Biologics,Biotechnology,22498194
SYNA,Synaptics,Semiconductors & Semiconductor Equipment,5658897890
SYNH,Syneos Health,Life Sciences Tools & Services,7064579528
SYNL,Synalloy,Metals & Mining,131379200
SYPR,Sypris Solutions,Auto Components,46840840
SYRS,Syros Pharmaceuticals,Biotechnology,57559346
SYTA,Siyata Mobile,Communications Equipment,11751651
SYY,Sysco,Food & Staples Retailing,44079861357
SZZL,Sizzle Acquisition,Blank Check / SPAC,218794530
T,"AT&T, Inc.",Diversified Telecommunication Services,1.28874E+11
TA,TravelCenters of America,Specialty Retail,794870280
TAC,TransAlta,Independent Power and Renewable Elect...,2897492196
TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",46279746
TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",22858340
TAK,Takeda Pharmaceutical Company,Pharmaceuticals,44078401726
TAL,TAL Education Group,Diversified Consumer Services,2887436006
TALK,Talkspace,Medical Care Facilities,280684291
TALO,Talos Energy,"Oil, Gas & Consumable Fuels",1482441676
TALS,Talaris Therapeutics,Biotechnology,183262477
TANH,Tantech Holdings,Chemicals,8883127
TAOP,Taoping,IT Services,15512846
TAP,Molson Coors Beverage Company,Beverages,11962493488
TARA,Protara Therapeutics,Biotechnology,36231118
TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1321860862
TARS,Tarsus Pharmaceuticals,Biotechnology,454409215
TASK,TaskUs,Information Technology Services,2295322713
TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",126748563
TATT,TAT Technologies,Aerospace & Defense,57495972
TAYD,Taylor Devices,Machinery,29379327
TBBK,The Bancorp,Banks,1385812161
TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,519617050
TBI,TrueBlue,Professional Services,667783131
TBK,Triumph Bancorp,Banks,1712529000
TBLA,Taboola.com,Internet Content & Information,657645958
TBLD,Thornburg Income Builder Opportunities Trust,n/a,490853070
TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",19410918
TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,197699088
TBPH,Theravance Biopharma,Pharmaceuticals,678949403
TBSA,TB SA Acquisition,Blank Check / SPAC,246250009
TC,TuanChe,Internet Content & Information,44251900
TCBC,TC Bancshares,Banks-Regional,63365120
TCBI,Texas Capital Bancshares,Banks,2964136930
TCBK,TriCo Bancshares,Banks,1534479463
TCBP,TC BioPharm (Holdings),Biotechnology,11475328
TCBS,Texas Community Bancshares,Banks-Regional,51505185
TCBX,Third Coast Bancshares,Banks-Regional,254942714
TCDA,Tricida,Pharmaceuticals,577527416
TCFC,The Community Financial Corporation,Banks,210114218
TCI,Transcontinental Realty Investors,Real Estate Management & Development,370194819
TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,182396816
TCN,Tricon Residential,Real Estate Services,3142415701
TCOA,Trajectory Alpha Acquisition,Blank Check / SPAC,212606230
TCOM,Trip.com Group,Internet & Direct Marketing Retail,16757264447
TCON,TRACON Pharmaceuticals,Biotechnology,38072630
TCPC,Blackrock TCP Capital,Capital Markets,785635252
TCRR,TCR2 Therapeutics,Biotechnology,130286494
TCRT,Alaunos Therapeutics,Biotechnology,372515497
TCRX,TScan Therapeutics,Biotechnology,98527924
TCS,The Container Store Group,Specialty Retail,374648566
TCVA,TCV Acquisition,Blank Check / SPAC,499757980
TCX,Tucows,IT Services,501750958
TD,The Toronto-Dominion Bank,Banks,1.17285E+11
TDC,Teradata,Software,3680728570
TDCX,"TDCX, Inc.",Specialty Business Services,1061154705
TDG,TransDigm Group,Aerospace & Defense,35126143025
TDOC,Teladoc Health,Health Care Technology,6223833346
TDS,Telephone & Data Systems,Wireless Telecommunication Services,1929042432
TDUP,ThredUp,Internet Retail,298635162
TDW,Tidewater,Energy Equipment & Services,876423587
TDY,Teledyne Technologies,Aerospace & Defense,18480118112
TEAM,Atlassian,Software,71419959150
TECH,Bio-Techne,Life Sciences Tools & Services,14771804708
TECK,Teck Resources,Metals & Mining,16484929387
TEDU,Tarena International,Diversified Consumer Services,61456716
TEF,Telefonica,Diversified Telecommunication Services,25266675708
TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,310937500
TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",42501808704
TELA,TELA Bio,Health Care Equipment & Supplies,131309552
TELL,Tellurian,"Oil, Gas & Consumable Fuels",1910563307
TEN,Tenneco,Auto Components,1564817009
TENB,Tenable Holdings,Software,4838651306
TENX,Tenax Therapeutics,Biotechnology,7327645
TEO,Telecom Argentina,Diversified Telecommunication Services,1964165216
TER,Teradyne,Semiconductors & Semiconductor Equipment,15791210005
TERN,Terns Pharmaceuticals,Biotechnology,56120046
TESS,TESSCO Technologies,Communications Equipment,52066087
TETC,Tech & Energy Transition,Blank Check / SPAC,472587480
TETE,Technology & Telecommunication Acquisition,Blank Check / SPAC,130332180
TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,12205054685
TEX,Terex,Machinery,2394696176
TFC,Truist Financial,Banks,66113908503
TFFP,TFF Pharmaceuticals,Pharmaceuticals,164422211
TFII,TFI International,Road & Rail,9563972753
TFSL,TFS Financial,Thrifts & Mortgage Finance,4181494515
TFX,Teleflex,Health Care Equipment & Supplies,11931769705
TG,Tredegar,Chemicals,362228180
TGA,TransGlobe Energy,"Oil, Gas & Consumable Fuels",231098671
TGAA,Target Global Acquisition I,Blank Check / SPAC,268083738
TGAN,Transphorm,Semiconductor Equipment & Materials,297087005
TGB,Taseko Mines,Metals & Mining,322661920
TGH,Textainer Group Holdings,Trading Companies & Distributors,1487787290
TGI,Triumph Group,Aerospace & Defense,939469120
TGLS,Tecnoglass,Construction Materials,1191869900
TGNA,Tegna,Media,4731147768
TGR,Kimbell Tiger Acquisition,Blank Check / SPAC,253276338
TGS,Transportadora de Gas del Sur,"Oil, Gas & Consumable Fuels",922883760
TGT,Target,Multiline Retail,77543881578
TGTX,TG Therapeutics,Biotechnology,1027655110
TGVC,TG Venture Acquisition,Blank Check / SPAC,144032602
TH,Target Hospitality,"Hotels, Restaurants & Leisure",1335789048
THAC,Thrive Acquisition,Blank Check / SPAC,217781250
THC,Tenet Healthcare,Health Care Providers & Services,6906514655
THCA,Tuscan Holdings II,Shell Companies,76760089
THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,294888649
THFF,First Financial,Banks,557521174
THG,The Hanover Insurance Group,Insurance,4568304183
THM,International Tower Hill Mines,Metals & Mining,113301059
THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,6903236
THO,Thor Industries,Automobiles,4810188419
THR,Thermon Group Holdings,Electrical Equipment,560368168
THRM,Gentherm,Auto Components,2036975812
THRN,Thorne HealthTech,Packaged Foods,316663466
THRX,Theseus Pharmaceuticals,Biotechnology,316200233
THRY,Thryv Holdings,Media,905375020
THS,TreeHouse Foods,Food Products,2505716361
THTX,Theratechnologies,Biotechnology,210218736
TIG,Trean Insurance Group,Biotechnology,258058568
TIGO,Millicom International Cellular,Wireless Telecommunication Services,2629643253
TIGR,UP Fintech Holding,Capital Markets,550198785
TIL,Instil Bio,Biotechnology,845582760
TILE,Interface,Commercial Services & Supplies,764453375
TIMB,TIM S.A.,Telecom Services,5942094152
TINV,Tiga Acquisition,Blank Check / SPAC,356040000
TIOA,Tio Tech A,Blank Check / SPAC,424781230
TIPT,Tiptree,Insurance,403433596
TIRX,Tian Ruixiang Holdings,Insurance Brokers,12991306
TISI,"Team, Inc.",Commercial Services & Supplies,39766739
TITN,Titan Machinery,Trading Companies & Distributors,664173297
TIVC,Tivic Health Systems,Medical Devices,23476408
TIXT,TELUS International,Software-Infrastructure,7994035695
TJX,The TJX Companies,Specialty Retail,74492875777
TK,Teekay,"Oil, Gas & Consumable Fuels",339654623
TKAT,Takung Art Co.,Interactive Media & Services,46023131
TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,2219314742
TKLF,Yoshitsu ,Household & Personal Products,68512687
TKNO,Alpha Teknova,Drug Manufacturers-Specialty & Generic,200503867
TKR,The Timken Company,Machinery,4726347075
TLGA,TLG Acquisition One,Blank Check / SPAC,492999960
TLGY,TLGY Acquisition,Blank Check / SPAC,288218750
TLIS,Talis Biomedical,Medical Devices,20502106
TLK,Telkom Indonesia,Diversified Telecommunication Services,31046094702
TLRY,Tilray,Pharmaceuticals,2447621230
TLS,Telos,Software,601451407
TLSA,Tiziana Life Sciences,Biotechnology,75682017
TLYS,Tilly's,Specialty Retail,240487811
TM,Toyota Motor,Automobiles,2.18751E+11
TMAC,The Music Acquisition,Blank Check / SPAC,282900000
TMBR,Timber Pharmaceuticals,Biotechnology,6566641
TMC,TMC the metals company,Metals & Mining,207327103
TMCI,Treace Medical Concepts,Medical Devices,1084019229
TMDI,Titan Medical,Health Care Equipment & Supplies,65054539
TMDX,TransMedics Group,Health Care Equipment & Supplies,1267877707
TME,Tencent Music Entertainment Group,Entertainment,7229516268
TMHC,Taylor Morrison Home,Household Durables,3173359224
TMKR,Tastemaker Acquisition,Blank Check / SPAC,343965019
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,2.2868E+11
TMP,Tompkins Financial,Banks,1076987175
TMPM,Turmeric Acquisition,Blank Check / SPAC,125710280
TMQ,Trilogy Metals,Metals & Mining,114406255
TMST,TimkenSteel,Metals & Mining,783316749
TMUS,T-Mobile US,Wireless Telecommunication Services,1.80826E+11
TMX,Terminix Global Holdings,Personal Services,5457914804
TNC,Tennant Company,Machinery,1219763804
TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,3860978544
TNET,TriNet Group,Professional Services,5265375960
TNGX,Tango Therapeutics,Biotechnology,372685408
TNK,Teekay Tankers,"Oil, Gas & Consumable Fuels",819597376
TNL,Travel + Leisure Co.,"Hotels, Restaurants & Leisure",3721388544
TNON,Tenon Medical,Medical Devices,30901200
TNP,Tsakos Energy Navigation,"Oil, Gas & Consumable Fuels",363951232
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,53972306
TNYA,Tenaya Therapeutics,Biotechnology,227209405
TOAC,Talon 1 Acquisition,Blank Check / SPAC,291812479
TOI,The Oncology Institute,Medical Care Facilities,496245927
TOL,Toll Brothers,Household Durables,5603978590
TOMZ,TOMI Environmental Solutions,Commercial Services & Supplies,27428451
TOP,Zhong Yang Financial Group,Capital Markets,687330480
TOPS,Top Ships,"Oil, Gas & Consumable Fuels",20887571
TOST,Toast,Software-Infrastructure,9055157164
TOUR,Tuniu,"Hotels, Restaurants & Leisure",117496926
TOWN,TowneBank,Banks,2122095190
TPB,Turning Point Brands,Tobacco,444418796
TPBA,TPB Acquisition I,Blank Check / SPAC,218925000
TPC,Tutor Perini,Construction & Engineering,378249445
TPG,TPG Inc.,Asset Management,9351220215
TPGY,TPG Pace Beneficial Finance,Shell Companies,435750009
TPH,TRI Pointe Homes,Household Durables,1884368464
TPHS,Trinity Place Holdings,Real Estate Management & Development,40166936
TPIC,TPI Composites,Electrical Equipment,752078749
TPL,Texas Pacific Land,"Oil, Gas & Consumable Fuels",13151273333
TPR,Tapestry,"Textiles, Apparel & Luxury Goods",8688428217
TPST,Tempest Therapeutics,Biotechnology,23536439
TPTX,Turning Point Therapeutics,Biotechnology,3727910718
TPVG,TriplePoint Venture Growth BDC,Capital Markets,423380538
TPX,Tempur Sealy International,Household Durables,4839540559
TR,Tootsie Roll Industries,Food Products,2543710258
TRAQ,Trine II Acquisition,Blank Check / SPAC,518017500
TRC,Tejon Ranch Company,Real Estate Management & Development,415047014
TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,262098240
TRDA,Entrada Therapeutics,Biotechnology,338434813
TREE,LendingTree,Thrifts & Mortgage Finance,594868650
TREX,Trex Company,Building Products,7273035878
TRGP,Targa Resources,"Oil, Gas & Consumable Fuels",14739798875
TRHC,Tabula Rasa HealthCare,Health Care Technology,132477662
TRI,Thomson Reuters,Professional Services,55444973417
TRIB,Trinity Biotech,Health Care Equipment & Supplies,52969564
TRIN,Trinity Capital,Asset Management,484746979
TRIP,TripAdvisor,Interactive Media & Services,3487709260
TRIS,Tristar Acquisition I,Blank Check / SPAC,284624990
TRKA,Troika Media Group,Advertising Agencies,47550088
TRMB,Trimble,"Electronic Equipment, Instruments & C...",16989645726
TRMD,Torm PLC,Oil & Gas Midstream,1416186074
TRMK,Trustmark,Banks,1991483826
TRMR,Tremor International,Advertising Agencies,785882671
TRN,Trinity Industries,Machinery,2144519503
TRNO,Terreno Realty,Equity Real Estate Investment Trusts ...,4782502581
TRNS,Transcat,Trading Companies & Distributors,541915526
TRON,Corner Growth Acquisition 2,Blank Check / SPAC,232868750
TROO,TROOPS,Software-Application,251963040
TROW,T. Rowe Price Group,Capital Markets,28755418229
TROX,Tronox Holdings,Chemicals,2378268138
TRP,TC Energy,"Oil, Gas & Consumable Fuels",48642823165
TRQ,Turquoise Hill Resources,Metals & Mining,5104583574
TRS,TriMas,Machinery,1190345182
TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance,650031061
TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment,20065311
TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,419606230
TRTN,Triton International,Trading Companies & Distributors,3973976096
TRTX,TPG RE Finance Trust,Mortgage Real Estate Investment Trust...,794932918
TRU,TransUnion,Professional Services,15392300079
TRUE,TrueCar,Interactive Media & Services,237809602
TRUP,Trupanion,Insurance,2903166821
TRV,The Travelers Companies,Insurance,38098228217
TRVG,Trivago,Interactive Media & Services,624025727
TRVI,Trevi Therapeutics,Pharmaceuticals,161705803
TRVN,Trevena,Biotechnology,35041531
TRX,TRX Gold,Metals & Mining,134216581
TS,Tenaris,Energy Equipment & Services,15478909620
TSAT,Telesat,Communication Equipment,635472220
TSBK,Timberland Bancorp,Thrifts & Mortgage Finance,214485674
TSCO,Tractor Supply Company,Specialty Retail,21219314235
TSE,Trinseo,Chemicals,1280478975
TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,5207414408
TSHA,Taysha Gene Therapies,Biotechnology,178404160
TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,369562490
TSLA,Tesla,Automobiles,9.21052E+11
TSLX,Sixth Street Specialty Lending,Capital Markets,1545770470
TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors & Semiconductor Equipment,4.52478E+11
TSN,Tyson Foods,Food Products,29111925721
TSP,TuSimple Holdings,Trucking,2130954388
TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,569477502
TSQ,Townsquare Media,Media,163642462
TSRI,"TSR, Inc.",IT Services,20198085
TSVT,2seventy bio,Biotechnology,643719229
TT,Trane Technologies,Building Products,36613123009
TTC,The Toro Company,Machinery,9199110870
TTCF,Tattooed Chef,Food Products,639063481
TTD,The Trade Desk,Software,26794132237
TTE,TotalEnergies SE,"Oil, Gas & Consumable Fuels",1.30183E+11
TTEC,TTEC Holdings,IT Services,3480634400
TTEK,Tetra Tech,Commercial Services & Supplies,7742984744
TTGT,TechTarget,Media,2056116762
TTI,TETRA Technologies,Energy Equipment & Services,474543496
TTM,Tata Motors,Automobiles,22664045500
TTMI,TTM Technologies,"Electronic Equipment, Instruments & C...",1641445016
TTNP,Titan Pharmaceuticals,Pharmaceuticals,20480880
TTOO,T2 Biosystems,Biotechnology,22307078
TTSH,Tile Shop Holdings,Specialty Retail,198838649
TTWO,Take-Two Interactive Software,Entertainment,20924336765
TU,TELUS,Diversified Telecommunication Services,31344979564
TUEM,Tuesday Morning,Discount Stores,35721956
TUFN,Tufin Software Technologies,Software,477105662
TUP,Tupperware Brands,Household Durables,501523464
TURN,180 Degree Capital,Capital Markets,62035324
TUSK,Mammoth Energy Services,Energy Equipment & Services,190668560
TUYA,"Tuya, Inc.",Software-Infrastructure,1030496868
TV,Grupo Televisa SAB,Media,4258759117
TVTX,Travere Therapeutics,Biotechnology,1816404360
TW,Tradeweb Markets,Capital Markets,16777939032
TWCB,Bilander Acquisition,Blank Check / SPAC,381801084
TWI,Titan International,Machinery,948350954
TWIN,"Twin Disc,",Machinery,129198742
TWKS,Thoughtworks Holding,Information Technology Services,5194840533
TWLO,Twilio,IT Services,15733401746
TWLV,Twelve Seas Investment Company II,Blank Check / SPAC,435813600
TWND,Tailwind Acquisition,Blank Check / SPAC,418187770
TWNI,Tailwind International Acquisition,Blank Check / SPAC,425212470
TWNK,Hostess Brands,Food Products,2940145207
TWO,Two Harbors Investment,Mortgage Real Estate Investment Trust...,1754926940
TWOA,two,Blank Check / SPAC,269593638
TWOU,"2U, Inc.",Software,693105096
TWST,Twist Bioscience,Biotechnology,3076234145
TWTR,Twitter,Interactive Media & Services,32947667778
TX,Ternium,Metals & Mining,6613616250
TXG,10X Genomics,Life Sciences Tools & Services,4912975923
TXMD,TherapeuticsMD,Pharmaceuticals,86814537
TXN,Texas Instruments,Semiconductors & Semiconductor Equipment,1.65801E+11
TXRH,Texas Roadhouse,"Hotels, Restaurants & Leisure",6059113124
TXT,Textron,Aerospace & Defense,13759099590
TYDE,Cryptyde,Packaging & Containers,21929940
TYG,Tortoise Energy Infrastructure,Asset Management,392904993
TYL,Tyler Technologies,Software,17367345522
TYME,Tyme Technologies,Biotechnology,53849134
TYRA,Tyra Biosciences,Biotechnology,438204352
TZOO,Travelzoo,Interactive Media & Services,76519478
TZPS,TZP Strategies Acquisition,Blank Check / SPAC,355421884
U,Unity Software,Software,14947033335
UA,Under Armour,"Textiles, Apparel & Luxury Goods",4153154250
UAA,Under Armour,"Textiles, Apparel & Luxury Goods",4147111382
UAL,United Airlines Holdings,Airlines,12649931900
UAMY,United States Antimony,Metals & Mining,52032094
UAN,CVR Partners LP,Chemicals,1303231680
UAVS,AgEagle Aerial Systems,Machinery,58189573
UBA,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,706951347
UBCP,United Bancorp,Banks,88104410
UBER,Uber Technologies,Road & Rail,63278242337
UBFO,United Security Bancshares,Banks,121498765
UBOH,United Bancshares,Banks,73297026
UBP,Urstadt Biddle Properties,Equity Real Estate Investment Trusts ...,706073455
UBS,UBS Group AG,Capital Markets,58607855458
UBSI,United Bankshares,Banks,5141666761
UBX,Unity Biotechnology,Biotechnology,68262783
UCBI,United Community Banks,Banks,3631664363
UCL,uCloudlink Group,Telecom Services,26439505
UCTT,Ultra Clean Holdings,Semiconductors & Semiconductor Equipment,1502732066
UDMY,Udemy,Education & Training Services,2004934983
UDR,"UDR, Inc.",Equity Real Estate Investment Trusts ...,25612320889
UE,Urban Edge Properties,Equity Real Estate Investment Trusts ...,1975666258
UEC,Uranium Energy,"Oil, Gas & Consumable Fuels",1188091099
UEIC,Universal Electronics,Household Durables,324620253
UFAB,Unique Fabricating,Auto Components,14666373
UFCS,United Fire Group,Insurance,722904152
UFI,Unifi,"Textiles, Apparel & Luxury Goods",260167424
UFPI,UFP Industries,Building Products,5504121432
UFPT,UFP Technologies,Containers & Packaging,674863875
UG,United-Guardian,Personal Products,73509120
UGI,UGI Corporation,Gas Utilities,8420718658
UGP,Ultrapar Participacoes,"Oil, Gas & Consumable Fuels",2923880190
UGRO,Urban-gro,Farm & Heavy Construction Machinery,66853545
UHAL,Amerco,Road & Rail,10874093169
UHS,Universal Health Services,Health Care Providers & Services,8189599219
UHT,Universal Health Realty Income Trust,Equity Real Estate Investment Trusts ...,731575053
UI,Ubiquiti,Communications Equipment,19235406008
UIHC,United Insurance Holdings,Insurance,53979087
UIS,Unisys,IT Services,742258879
UK,Ucommune International,Real Estate Services,19374307
UL,Unilever,Personal Products,1.24174E+11
ULBI,Ultralife,Electrical Equipment,78728552
ULCC,Frontier Group Holdings,Airlines,3120399608
ULH,Universal Logistics Holdings,Road & Rail,996191085
ULTA,Ulta Beauty,Specialty Retail,19648387158
UMBF,UMB Financial,Banks,4479925798
UMC,United Microelectronics,Semiconductors & Semiconductor Equipment,17144501074
UMH,UMH Properties,Equity Real Estate Investment Trusts ...,1099369580
UMPQ,Umpqua Holdings,Banks,3872190089
UNAM,Unico American,Insurance,12095080
UNB,Union Bankshares,Banks,120438999
UNCY,Unicycive Therapeutics,Biotechnology,12620933
UNF,UniFirst,Commercial Services & Supplies,3621396892
UNFI,United Natural Foods,Food & Staples Retailing,2587007836
UNH,UnitedHealth Group,Health Care Providers & Services,5.01744E+11
UNIT,Uniti Group,Equity Real Estate Investment Trusts ...,2367765129
UNM,Unum Group,Insurance,7207999675
UNP,Union Pacific,Road & Rail,1.42906E+11
UNTY,Unity Bancorp,Banks,293046680
UNVR,Univar Solutions,Trading Companies & Distributors,4314961064
UONE,Urban One,Media,233997525
UONEK,Urban One,Media,231535599
UP,Wheels Up Experience,Airports & Air Services,631448266
UPC,Universe Pharmaceuticals,Drug Manufacturers-Specialty & Generic,14181000
UPH,UpHealth,Health Information Services,102745275
UPLD,Upland Software,Software,367254462
UPS,United Parcel Service,Air Freight & Logistics,1.70467E+11
UPST,Upstart Holdings,Consumer Finance,2680544235
UPTD,TradeUP Acquisition,Blank Check / SPAC,58789485
UPWK,Upwork,Professional Services,2735929676
URBN,Urban Outfitters,Specialty Retail,2016383915
URG,Ur-Energy,"Oil, Gas & Consumable Fuels",265540109
URGN,UroGen Pharma,Biotechnology,196523094
URI,United Rentals,Trading Companies & Distributors,22506605107
UROY,Uranium Royalty,Uranium,287900607
USAC,USA Compression Partners LP,Energy Equipment & Services,1749710694
USAK,USA Truck,Road & Rail,281672917
USAP,Universal Stainless & Alloy Products,Metals & Mining,76245428
USAS,Americas Gold & Silver,Metals & Mining,102945621
USAU,U.S. Gold,Metals & Mining,34401336
USB,U.S. Bancorp,Banks,69616225179
USCB,USCB Financial Holdings,Banks-Regional,251210048
USCT,TKB Critical Technologies 1,Blank Check / SPAC,289799979
USDP,USD Partners LP,"Oil, Gas & Consumable Fuels",170201570
USEA,United Maritime,Marine Shipping,17989860
USEG,U.S. Energy,"Oil, Gas & Consumable Fuels",87048081
USER,UserTesting,Software-Application,688939553
USFD,US Foods Holding,Food & Staples Retailing,7420900505
USIO,"Usio, Inc.",IT Services,53631687
